0.8418098,0.7850838,1.964
0.566928,0.6483737,1.622
0.2435793,0.5372468,1.344
0.8957965,0.7736816,1.952
0.5835467,0.6519981,1.638
0.3661423,0.54572,1.371
0.2322702,0.5349728,1.344
0.1056163,0.6483737,1.622
-0.04680744,0.6423776,1.607
0.8265823,0.7794562,1.975
0.5311716,0.6492267,1.638
0.3012614,0.5307171,1.339
0.1799089,0.5453821,1.376
0.03737495,0.6456293,1.622
-0.1176929,0.6607655,1.653
-0.3141737,0.7591009,1.899
0.8990815,0.7670763,1.952
0.715121,0.7703789,1.952
0.3661423,0.5410807,1.371
0.2322702,0.5304249,1.344
